,醫事機構名稱,藥局調劑慢性病連續處方箋之案件數,醫院及藥局調劑慢性病連續處方箋案件數,慢性病連續處方箋釋出率,所屬分區業務組指標值,全國指標值,year,quarter
5108,中國醫藥大學附設醫院,115239,364702,0.316,0.3422,0.3986,110,1
5109,中國醫藥大學附設醫院,97238,336739,0.2888,0.2981,0.3496,108,2
5110,中國醫藥大學附設醫院,91372,318074,0.2873,0.3004,0.3477,107,2
5111,中國醫藥大學附設醫院,127853,391408,0.3266,0.3615,0.4176,111,3
5112,中國醫藥大學附設醫院,59445,220783,0.2692,0.2623,0.311,103,2
5113,中國醫藥大學附設醫院,102318,354568,0.2886,0.3015,0.351,108,4
5114,中國醫藥大學附設醫院,122393,378725,0.3232,0.3538,0.4108,111,1
5115,中國醫藥大學附設醫院,73736,252905,0.2916,0.2909,0.3331,105,1
5116,中國醫藥大學附設醫院,119555,354548,0.3372,0.3625,0.4263,110,2
5117,中國醫藥大學附設醫院,65344,239532,0.2728,0.2742,0.3211,104,2
5118,中國醫藥大學附設醫院,117705,363992,0.3234,0.3534,0.4115,110,3
5119,中國醫藥大學附設醫院,91300,323746,0.282,0.2999,0.3468,107,1
5120,中國醫藥大學附設醫院,56257,211590,0.2659,0.2571,0.3072,103,1
5121,中國醫藥大學附設醫院,105579,341526,0.3091,0.3272,0.3839,109,1
5122,中國醫藥大學附設醫院,123109,380522,0.3235,0.3566,0.4129,110,4
5123,中國醫藥大學附設醫院,83872,294482,0.2848,0.2966,0.3408,106,2
5124,中國醫藥大學附設醫院,68424,247831,0.2761,0.278,0.3235,104,3
5125,中國醫藥大學附設醫院,102512,350586,0.2924,0.303,0.3538,108,3
5126,中國醫藥大學附設醫院,81861,287269,0.285,0.2934,0.3377,105,4
5127,中國醫藥大學附設醫院,130612,401833,0.325,0.3605,0.4173,112,1
5128,中國醫藥大學附設醫院,82185,285774,0.2876,0.2963,0.3413,106,1
5129,中國醫藥大學附設醫院,104704,336996,0.3107,0.3366,0.3945,109,2
5130,中國醫藥大學附設醫院,89974,301291,0.2986,0.3041,0.3473,106,4
5131,中國醫藥大學附設醫院,75491,265243,0.2846,0.2908,0.3355,105,2
5132,中國醫藥大學附設醫院,110939,361397,0.307,0.3325,0.3868,109,4
5133,中國醫藥大學附設醫院,61562,229001,0.2688,0.2658,0.313,103,3
5134,中國醫藥大學附設醫院,133460,416045,0.3208,0.3587,0.4179,112,2
5135,中國醫藥大學附設醫院,131029,402043,0.3259,0.3586,0.4166,111,4
5136,同仁院醫療財團法人萬華醫院,2483,5370,0.4624,0.47,0.4179,112,2
5137,同仁院醫療財團法人萬華醫院,718,3131,0.2293,0.3435,0.313,103,3
5138,同仁院醫療財團法人萬華醫院,701,3190,0.2197,0.3457,0.3153,103,4
5139,同仁院醫療財團法人萬華醫院,2385,5287,0.4511,0.4677,0.4166,111,4
5140,同仁院醫療財團法人萬華醫院,884,3673,0.2407,0.3817,0.3402,105,3
5141,同仁院醫療財團法人萬華醫院,916,3624,0.2528,0.3911,0.3468,107,1
5142,同仁院醫療財團法人萬華醫院,946,3717,0.2545,0.383,0.3408,106,2
5143,同仁院醫療財團法人萬華醫院,885,3655,0.2421,0.3834,0.3413,106,1
5144,同仁院醫療財團法人萬華醫院,1852,4533,0.4086,0.4408,0.3945,109,2
5145,同仁院醫療財團法人萬華醫院,2479,5200,0.4767,0.4686,0.4173,112,1
5146,同仁院醫療財團法人萬華醫院,679,3065,0.2215,0.364,0.327,104,4
5147,同仁院醫療財團法人萬華醫院,877,3570,0.2457,0.3924,0.351,108,4
5148,同仁院醫療財團法人萬華醫院,969,3736,0.2594,0.3866,0.3431,106,3
5149,同仁院醫療財團法人萬華醫院,2106,4832,0.4358,0.4607,0.4115,110,3
5150,同仁院醫療財團法人萬華醫院,917,3524,0.2602,0.3908,0.3477,107,2
5151,同仁院醫療財團法人萬華醫院,1556,4165,0.3736,0.4311,0.3839,109,1
5152,財團法人臺灣省私立桃園仁愛之家附設苗栗新生醫院,845,2200,0.3841,0.337,0.3468,107,1
5153,財團法人臺灣省私立桃園仁愛之家附設苗栗新生醫院,897,1935,0.4636,0.3247,0.3261,104,1
5154,財團法人臺灣省私立桃園仁愛之家附設苗栗新生醫院,908,2346,0.387,0.3409,0.35,107,3
5155,財團法人臺灣省私立桃園仁愛之家附設苗栗新生醫院,923,2072,0.4455,0.3218,0.3211,104,2
5156,財團法人臺灣省私立桃園仁愛之家附設苗栗新生醫院,916,2416,0.3791,0.3398,0.3496,108,2
5157,財團法人臺灣省私立桃園仁愛之家附設苗栗新生醫院,847,2219,0.3817,0.3417,0.3477,107,2
5158,財團法人臺灣省私立桃園仁愛之家附設苗栗新生醫院,760,1676,0.4535,0.3147,0.311,103,2
5159,邱外科醫院,443,3907,0.1134,0.2813,0.3072,103,1
5160,邱外科醫院,733,4128,0.1776,0.2983,0.3468,107,1
5161,邱外科醫院,904,4526,0.1997,0.3403,0.3839,109,1
5162,邱外科醫院,741,4194,0.1767,0.3039,0.35,107,3
5163,邱外科醫院,508,3745,0.1356,0.2934,0.3261,104,1
5164,邱外科醫院,1269,4870,0.2606,0.3786,0.4176,111,3
5165,邱外科醫院,1204,4890,0.2462,0.3737,0.4263,110,2
5166,邱外科醫院,486,4061,0.1197,0.2815,0.311,103,2
5167,邱外科醫院,759,4239,0.1791,0.2999,0.3477,107,2
5168,邱外科醫院,1108,5100,0.2173,0.3434,0.3868,109,4
5169,邱外科醫院,540,3866,0.1397,0.287,0.3211,104,2
5170,邱外科醫院,1299,4990,0.2603,0.3697,0.4129,110,4
5171,邱外科醫院,1081,5031,0.2149,0.3411,0.3861,109,3
5172,邱外科醫院,1185,4676,0.2534,0.3835,0.4262,111,2
5173,邱外科醫院,477,3979,0.1199,0.2847,0.3153,103,4
5174,邱外科醫院,617,3838,0.1608,0.2936,0.3402,105,3
5175,邱外科醫院,1189,5185,0.2293,0.3546,0.3986,110,1
5176,邱外科醫院,719,4057,0.1772,0.3086,0.3496,108,2
5177,邱外科醫院,697,4104,0.1698,0.303,0.3481,107,4
5178,邱外科醫院,1195,4894,0.2442,0.3711,0.4115,110,3
5179,邱外科醫院,674,3945,0.1708,0.3064,0.3459,108,1
5180,邱外科醫院,787,4390,0.1793,0.3106,0.3538,108,3
5181,邱外科醫院,1167,4678,0.2495,0.3718,0.4108,111,1
5182,邱外科醫院,566,3768,0.1502,0.2893,0.3331,105,1
5183,邱外科醫院,632,3962,0.1595,0.2867,0.327,104,4
5184,邱外科醫院,649,3948,0.1644,0.2948,0.3431,106,3
5185,邱外科醫院,623,3907,0.1595,0.2944,0.3408,106,2
5186,邱外科醫院,574,3893,0.1474,0.2862,0.3235,104,3
5187,邱外科醫院,830,4477,0.1854,0.309,0.351,108,4
5188,邱外科醫院,1270,4925,0.2579,0.376,0.4173,112,1
5189,邱外科醫院,654,4088,0.16,0.297,0.3473,106,4
5190,邱外科醫院,1067,4702,0.2269,0.35,0.3945,109,2
5191,邱外科醫院,613,3999,0.1533,0.291,0.3377,105,4
5192,邱外科醫院,1270,5053,0.2513,0.3762,0.4166,111,4
5193,邱外科醫院,469,3920,0.1196,0.2822,0.313,103,3
5194,邱外科醫院,601,3808,0.1578,0.2903,0.3355,105,2
5195,邱外科醫院,617,3822,0.1614,0.2946,0.3413,106,1
5196,邱外科醫院,1254,4886,0.2567,0.3773,0.4179,112,2
5197,杏豐醫院,1382,4011,0.3446,0.3587,0.4179,112,2
5198,杏豐醫院,448,2626,0.1706,0.2963,0.3413,106,1
5199,杏豐醫院,401,2507,0.16,0.2908,0.3355,105,2
5200,杏豐醫院,1415,4175,0.3389,0.3586,0.4166,111,4
5201,杏豐醫院,457,2673,0.171,0.2934,0.3377,105,4
5202,杏豐醫院,703,2634,0.2669,0.3366,0.3945,109,2
5203,杏豐醫院,485,2652,0.1829,0.3041,0.3473,106,4
5204,杏豐醫院,1425,4097,0.3478,0.3605,0.4173,112,1
5205,杏豐醫院,624,2733,0.2283,0.3015,0.351,108,4
5206,杏豐醫院,465,2644,0.1759,0.2966,0.3408,106,2
5207,杏豐醫院,472,2655,0.1778,0.2996,0.3431,106,3
5208,杏豐醫院,197,2227,0.0885,0.2909,0.3331,105,1
5209,杏豐醫院,984,3417,0.288,0.3538,0.4108,111,1
5210,杏豐醫院,582,2612,0.2228,0.303,0.3538,108,3
5211,杏豐醫院,542,2574,0.2106,0.2989,0.3459,108,1
5212,杏豐醫院,843,2958,0.285,0.3534,0.4115,110,3
5213,杏豐醫院,556,2631,0.2113,0.3014,0.3481,107,4
5214,杏豐醫院,544,2527,0.2153,0.2981,0.3496,108,2
5215,杏豐醫院,743,2828,0.2627,0.3422,0.3986,110,1
5216,杏豐醫院,440,2661,0.1654,0.2946,0.3402,105,3
5217,杏豐醫院,1310,3960,0.3308,0.3672,0.4262,111,2
5218,杏豐醫院,733,2815,0.2604,0.3328,0.3861,109,3
5219,杏豐醫院,892,3032,0.2942,0.3566,0.4129,110,4
5220,杏豐醫院,730,2782,0.2624,0.3325,0.3868,109,4
5221,杏豐醫院,508,2576,0.1972,0.3004,0.3477,107,2
5222,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,142123,301204,0.4718,0.4311,0.3839,109,1
5223,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,118349,281780,0.42,0.3908,0.3477,107,2
5224,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1289,1289,1.0,0.3908,0.3477,107,2
5225,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1988,1988,1.0,0.4311,0.3839,109,1
5226,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,491,491,1.0,0.3385,0.3072,103,1
5227,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1292,1292,1.0,0.3918,0.3481,107,4
5228,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,600,600,1.0,0.3557,0.3211,104,2
5229,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,2646,59819,0.0442,0.4595,0.4108,111,1
5230,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,821,821,1.0,0.3753,0.3355,105,2
5231,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1797,1797,1.0,0.3924,0.351,108,4
5232,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1277,1277,1.0,0.3941,0.35,107,3
5233,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,490,490,1.0,0.3416,0.311,103,2
5234,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,2733,59285,0.0461,0.4617,0.4129,110,4
5235,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1120,1120,1.0,0.3866,0.3431,106,3
5236,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1555,1555,1.0,0.3971,0.3538,108,3
5237,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,2285,2285,1.0,0.4296,0.3861,109,3
5238,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1277,1277,1.0,0.3915,0.3473,106,4
5239,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,816,816,1.0,0.3717,0.3331,105,1
5240,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,2620,55281,0.0474,0.4607,0.4115,110,3
5241,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1920,63152,0.0304,0.4686,0.4173,112,1
5242,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1006,1006,1.0,0.3783,0.3377,105,4
5243,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1460,1460,1.0,0.391,0.3496,108,2
5244,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,2146,60659,0.0354,0.4446,0.3986,110,1
5245,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,574,574,1.0,0.3595,0.3261,104,1
5246,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1408,1408,1.0,0.3849,0.3459,108,1
5247,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,2288,2288,1.0,0.4408,0.3945,109,2
5248,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1372,1372,1.0,0.3911,0.3468,107,1
5249,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,738,738,1.0,0.3593,0.3235,104,3
5250,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1083,1083,1.0,0.3834,0.3413,106,1
5251,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,880,880,1.0,0.364,0.327,104,4
5252,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,2570,59575,0.0431,0.4783,0.4262,111,2
5253,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,2531,60078,0.0421,0.4651,0.4176,111,3
5254,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1001,1001,1.0,0.383,0.3408,106,2
5255,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,2251,54408,0.0414,0.4875,0.4263,110,2
5256,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,878,878,1.0,0.3817,0.3402,105,3
5257,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,2059,2059,1.0,0.4311,0.3868,109,4
5258,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,522,522,1.0,0.3457,0.3153,103,4
5259,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,507,507,1.0,0.3435,0.313,103,3
5260,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,2377,62991,0.0377,0.4677,0.4166,111,4
5261,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,2012,65703,0.0306,0.47,0.4179,112,2
5262,醫療財團法人羅許基金會羅東博愛醫院,41037,109607,0.3744,0.47,0.4179,112,2
5263,醫療財團法人羅許基金會羅東博愛醫院,39354,107828,0.365,0.4677,0.4166,111,4
5264,醫療財團法人羅許基金會羅東博愛醫院,33863,94857,0.357,0.4311,0.3868,109,4
5265,醫療財團法人羅許基金會羅東博愛醫院,24333,82356,0.2955,0.3817,0.3402,105,3
5266,醫療財團法人羅許基金會羅東博愛醫院,26164,84079,0.3112,0.383,0.3408,106,2
5267,醫療財團法人羅許基金會羅東博愛醫院,39215,106222,0.3692,0.4651,0.4176,111,3
5268,醫療財團法人羅許基金會羅東博愛醫院,39009,100824,0.3869,0.4783,0.4262,111,2
5269,醫療財團法人羅許基金會羅東博愛醫院,25645,84158,0.3047,0.3834,0.3413,106,1
5270,醫療財團法人羅許基金會羅東博愛醫院,33339,90454,0.3686,0.4408,0.3945,109,2
5271,醫療財團法人羅許基金會羅東博愛醫院,30129,87935,0.3426,0.391,0.3496,108,2
5272,醫療財團法人羅許基金會羅東博愛醫院,27639,85873,0.3219,0.3911,0.3468,107,1
5273,醫療財團法人羅許基金會羅東博愛醫院,29243,86946,0.3363,0.3849,0.3459,108,1
5274,醫療財團法人羅許基金會羅東博愛醫院,34389,95795,0.359,0.4446,0.3986,110,1
5275,醫療財團法人羅許基金會羅東博愛醫院,25010,84889,0.2946,0.3783,0.3377,105,4
5276,醫療財團法人羅許基金會羅東博愛醫院,40017,108393,0.3692,0.4686,0.4173,112,1
5277,宏恩醫療財團法人宏恩綜合醫院,1809,7328,0.2469,0.3557,0.3211,104,2
5278,宏恩醫療財團法人宏恩綜合醫院,2823,7586,0.3721,0.3717,0.3331,105,1
5279,宏恩醫療財團法人宏恩綜合醫院,2938,7942,0.3699,0.3915,0.3473,106,4
5280,宏恩醫療財團法人宏恩綜合醫院,4350,9379,0.4638,0.4783,0.4262,111,2
5281,宏恩醫療財團法人宏恩綜合醫院,1773,7262,0.2441,0.3595,0.3261,104,1
5282,宏恩醫療財團法人宏恩綜合醫院,2737,7622,0.3591,0.3783,0.3377,105,4
5283,宏恩醫療財團法人宏恩綜合醫院,3593,8972,0.4005,0.391,0.3496,108,2
5284,宏恩醫療財團法人宏恩綜合醫院,4693,10325,0.4545,0.4446,0.3986,110,1
5285,宏恩醫療財團法人宏恩綜合醫院,2814,7406,0.38,0.3753,0.3355,105,2
5286,宏恩醫療財團法人宏恩綜合醫院,4314,9516,0.4533,0.4595,0.4108,111,1
5287,宏恩醫療財團法人宏恩綜合醫院,3953,8902,0.4441,0.4607,0.4115,110,3
5288,宏恩醫療財團法人宏恩綜合醫院,1605,6958,0.2307,0.3416,0.311,103,2
5289,宏恩醫療財團法人宏恩綜合醫院,3367,8490,0.3966,0.3941,0.35,107,3
5290,宏恩醫療財團法人宏恩綜合醫院,3386,8361,0.405,0.3849,0.3459,108,1
5291,宏恩醫療財團法人宏恩綜合醫院,4121,9806,0.4203,0.3971,0.3538,108,3
5292,宏恩醫療財團法人宏恩綜合醫院,1529,6805,0.2247,0.3385,0.3072,103,1
5293,宏恩醫療財團法人宏恩綜合醫院,3255,8282,0.393,0.3908,0.3477,107,2
5294,宏恩醫療財團法人宏恩綜合醫院,4250,9498,0.4475,0.4311,0.3839,109,1
5295,義大醫療財團法人義大癌治療醫院,20240,39430,0.5133,0.3403,0.3839,109,1
5296,義大醫療財團法人義大癌治療醫院,8824,19178,0.4601,0.2983,0.3468,107,1
5297,義大醫療財團法人義大癌治療醫院,17967,37450,0.4798,0.3106,0.3538,108,3
5298,義大醫療財團法人義大癌治療醫院,14787,31362,0.4715,0.3064,0.3459,108,1
5299,義大醫療財團法人義大癌治療醫院,9349,20776,0.45,0.2999,0.3477,107,2
5300,義大醫療財團法人義大癌治療醫院,24481,47346,0.5171,0.3711,0.4115,110,3
5301,義大醫療財團法人義大癌治療醫院,26025,50187,0.5186,0.3718,0.4108,111,1
5302,義大醫療財團法人義大癌治療醫院,3141,7724,0.4067,0.2893,0.3331,105,1
5303,義大醫療財團法人義大癌治療醫院,22982,45475,0.5054,0.3546,0.3986,110,1
5304,義大醫療財團法人義大癌治療醫院,16324,34139,0.4782,0.3086,0.3496,108,2
5305,義大醫療財團法人義大癌治療醫院,4411,10493,0.4204,0.2936,0.3402,105,3
5306,義大醫療財團法人義大癌治療醫院,12342,27868,0.4429,0.303,0.3481,107,4
5307,義大醫療財團法人義大癌治療醫院,27386,51975,0.5269,0.3835,0.4262,111,2
5308,義大醫療財團法人義大癌治療醫院,6890,15133,0.4553,0.2948,0.3431,106,3
5309,義大醫療財團法人義大癌治療醫院,1924,5631,0.3417,0.2867,0.327,104,4
5310,義大醫療財團法人義大癌治療醫院,21364,42740,0.4999,0.3411,0.3861,109,3
5311,義大醫療財團法人義大癌治療醫院,10436,22728,0.4592,0.3039,0.35,107,3
5312,義大醫療財團法人義大癌治療醫院,6339,14049,0.4512,0.2944,0.3408,106,2
5313,義大醫療財團法人義大癌治療醫院,25864,50382,0.5134,0.3697,0.4129,110,4
5314,義大醫療財團法人義大癌治療醫院,19260,40095,0.4804,0.309,0.351,108,4
5315,義大醫療財團法人義大癌治療醫院,54,733,0.0737,0.2862,0.3235,104,3
5316,義大醫療財團法人義大癌治療醫院,28452,54702,0.5201,0.376,0.4173,112,1
5317,義大醫療財團法人義大癌治療醫院,5649,12539,0.4505,0.291,0.3377,105,4
5318,義大醫療財團法人義大癌治療醫院,20189,39015,0.5175,0.35,0.3945,109,2
5319,義大醫療財團法人義大癌治療醫院,8040,17997,0.4467,0.297,0.3473,106,4
5320,義大醫療財團法人義大癌治療醫院,28103,53726,0.5231,0.3786,0.4176,111,3
5321,義大醫療財團法人義大癌治療醫院,6005,13076,0.4592,0.2946,0.3413,106,1
5322,義大醫療財團法人義大癌治療醫院,23916,45604,0.5244,0.3737,0.4263,110,2
5323,義大醫療財團法人義大癌治療醫院,22036,43939,0.5015,0.3434,0.3868,109,4
5324,義大醫療財團法人義大癌治療醫院,3734,8780,0.4253,0.2903,0.3355,105,2
5325,義大醫療財團法人義大癌治療醫院,29018,56135,0.5169,0.3773,0.4179,112,2
5326,義大醫療財團法人義大癌治療醫院,28531,55588,0.5133,0.3762,0.4166,111,4
5327,戴德森醫療財團法人嘉義基督教醫院,83486,200566,0.4163,0.42,0.4166,111,4
5328,戴德森醫療財團法人嘉義基督教醫院,45771,162850,0.2811,0.339,0.313,103,3
5329,戴德森醫療財團法人嘉義基督教醫院,53655,172098,0.3118,0.3522,0.3355,105,2
5330,戴德森醫療財團法人嘉義基督教醫院,84620,200536,0.422,0.42,0.4179,112,2
5331,戴德森醫療財團法人嘉義基督教醫院,85190,213896,0.3983,0.4032,0.3868,109,4
5332,戴德森醫療財團法人嘉義基督教醫院,58942,186874,0.3154,0.3563,0.3413,106,1
5333,戴德森醫療財團法人嘉義基督教醫院,87840,202802,0.4331,0.4273,0.4263,110,2
5334,戴德森醫療財團法人嘉義基督教醫院,83493,199350,0.4188,0.4232,0.4176,111,3
5335,戴德森醫療財團法人嘉義基督教醫院,49620,168844,0.2939,0.3411,0.3211,104,2
5336,戴德森醫療財團法人嘉義基督教醫院,83027,203527,0.4079,0.413,0.3945,109,2
5337,戴德森醫療財團法人嘉義基督教醫院,58459,172265,0.3394,0.3547,0.3377,105,4
5338,祐生醫院,183,1160,0.1578,0.291,0.3377,105,4
5339,祐生醫院,382,974,0.3922,0.376,0.4173,112,1
5340,祐生醫院,280,1244,0.2251,0.309,0.351,108,4
5341,祐生醫院,185,971,0.1905,0.2862,0.3235,104,3
5342,祐生醫院,227,1298,0.1749,0.2944,0.3408,106,2
5343,祐生醫院,343,1206,0.2844,0.3411,0.3861,109,3
5344,祐生醫院,353,1146,0.308,0.3697,0.4129,110,4
5345,祐生醫院,236,1265,0.1866,0.3039,0.35,107,3
5346,祐生醫院,190,856,0.222,0.2822,0.313,103,3
5347,祐生醫院,340,1063,0.3198,0.3762,0.4166,111,4
5348,祐生醫院,161,920,0.175,0.2903,0.3355,105,2
5349,祐生醫院,334,925,0.3611,0.3773,0.4179,112,2
5350,祐生醫院,360,1072,0.3358,0.3786,0.4176,111,3
5351,祐生醫院,349,1165,0.2996,0.3737,0.4263,110,2
5352,祐生醫院,326,1224,0.2663,0.3434,0.3868,109,4
5353,祐生醫院,200,1176,0.1701,0.2946,0.3413,106,1
5354,祐生醫院,239,1421,0.1682,0.297,0.3473,106,4
5355,祐生醫院,209,1162,0.1799,0.287,0.3211,104,2
5356,祐生醫院,339,1264,0.2682,0.35,0.3945,109,2
5357,漢忠醫院,157,811,0.1936,0.3041,0.3473,106,4
5358,漢忠醫院,267,1119,0.2386,0.3366,0.3945,109,2
5359,漢忠醫院,86,711,0.121,0.2963,0.3413,106,1
5360,漢忠醫院,422,1362,0.3098,0.3615,0.4176,111,3
5361,漢忠醫院,303,1220,0.2484,0.3325,0.3868,109,4
5362,漢忠醫院,357,1303,0.274,0.3625,0.4263,110,2
5363,漢忠醫院,457,1491,0.3065,0.3587,0.4179,112,2
5364,漢忠醫院,439,1463,0.3001,0.3586,0.4166,111,4
5365,漢忠醫院,288,1200,0.24,0.3328,0.3861,109,3
5366,漢忠醫院,162,745,0.2174,0.2966,0.3408,106,2
5367,漢忠醫院,391,1399,0.2795,0.3566,0.4129,110,4
5368,漢忠醫院,448,1493,0.3001,0.3605,0.4173,112,1
5369,漢忠醫院,230,1111,0.207,0.3015,0.351,108,4
5370,漢忠醫院,199,959,0.2075,0.3032,0.35,107,3
5371,漢忠醫院,139,796,0.1746,0.2996,0.3431,106,3
5372,漢忠醫院,318,1252,0.254,0.3422,0.3986,110,1
5373,漢忠醫院,382,1323,0.2887,0.3672,0.4262,111,2
5374,漢忠醫院,208,990,0.2101,0.3014,0.3481,107,4
5375,漢忠醫院,211,1036,0.2037,0.2981,0.3496,108,2
5376,漢忠醫院,202,981,0.2059,0.2989,0.3459,108,1
5377,漢忠醫院,235,1079,0.2178,0.303,0.3538,108,3
5378,漢忠醫院,404,1354,0.2984,0.3538,0.4108,111,1
5379,漢忠醫院,175,933,0.1876,0.3004,0.3477,107,2
5380,漢忠醫院,368,1331,0.2765,0.3534,0.4115,110,3
5381,漢忠醫院,257,1158,0.2219,0.3272,0.3839,109,1
5382,漢忠醫院,167,858,0.1946,0.2999,0.3468,107,1
5383,新昆明醫院,116,817,0.142,0.3385,0.3072,103,1
5384,新昆明醫院,255,1439,0.1772,0.4311,0.3839,109,1
5385,新昆明醫院,204,1351,0.151,0.3908,0.3477,107,2
5386,新昆明醫院,355,1566,0.2267,0.4607,0.4115,110,3
5387,新昆明醫院,175,876,0.1998,0.3416,0.311,103,2
5388,新昆明醫院,330,1478,0.2233,0.4595,0.4108,111,1
5389,新昆明醫院,244,1401,0.1742,0.3941,0.35,107,3
5390,新昆明醫院,227,1361,0.1668,0.391,0.3496,108,2
5391,新昆明醫院,188,1275,0.1475,0.3783,0.3377,105,4
5392,新昆明醫院,364,1481,0.2458,0.4783,0.4262,111,2
5393,新昆明醫院,292,1528,0.1911,0.4446,0.3986,110,1
5394,新昆明醫院,200,1196,0.1672,0.3753,0.3355,105,2
5395,新昆明醫院,257,1399,0.1837,0.3924,0.351,108,4
5396,新昆明醫院,216,1365,0.1582,0.3849,0.3459,108,1
5397,新昆明醫院,214,1440,0.1486,0.3915,0.3473,106,4
5398,新昆明醫院,172,1017,0.1691,0.3595,0.3261,104,1
5399,新昆明醫院,175,1035,0.1691,0.3557,0.3211,104,2
5400,新昆明醫院,191,1173,0.1628,0.3717,0.3331,105,1
5401,新昆明醫院,362,1533,0.2361,0.4686,0.4173,112,1
5402,新昆明醫院,178,1140,0.1561,0.364,0.327,104,4
5403,新昆明醫院,225,1327,0.1696,0.3971,0.3538,108,3
5404,新昆明醫院,337,1515,0.2224,0.4617,0.4129,110,4
5405,新昆明醫院,219,1405,0.1559,0.3866,0.3431,106,3
5406,新昆明醫院,272,1435,0.1895,0.4296,0.3861,109,3
5407,新昆明醫院,230,1312,0.1753,0.3918,0.3481,107,4
5408,新昆明醫院,351,1555,0.2257,0.4677,0.4166,111,4
5409,新昆明醫院,207,1269,0.1631,0.3817,0.3402,105,3
5410,新昆明醫院,348,1503,0.2315,0.47,0.4179,112,2
5411,三軍總醫院基隆分院附設民眾診療服務處,3594,24523,0.1466,0.3834,0.3413,106,1
5412,三軍總醫院基隆分院附設民眾診療服務處,8150,37447,0.2176,0.4408,0.3945,109,2
5413,三軍總醫院基隆分院附設民眾診療服務處,4639,31743,0.1461,0.3911,0.3468,107,1
5414,三軍總醫院基隆分院附設民眾診療服務處,12571,43879,0.2865,0.4651,0.4176,111,3
5415,三軍總醫院基隆分院附設民眾診療服務處,3763,25229,0.1492,0.383,0.3408,106,2
5416,三軍總醫院基隆分院附設民眾診療服務處,8825,39617,0.2228,0.4311,0.3868,109,4
5417,三軍總醫院基隆分院附設民眾診療服務處,3258,22882,0.1424,0.3817,0.3402,105,3
5418,三軍總醫院基隆分院附設民眾診療服務處,2447,18706,0.1308,0.3457,0.3153,103,4
5419,三軍總醫院基隆分院附設民眾診療服務處,13031,44277,0.2943,0.4677,0.4166,111,4
5420,三軍總醫院基隆分院附設民眾診療服務處,2254,17812,0.1265,0.3435,0.313,103,3
5421,三軍總醫院基隆分院附設民眾診療服務處,13337,44301,0.3011,0.47,0.4179,112,2
5422,臺中榮民總醫院,167874,335055,0.501,0.3587,0.4179,112,2
5423,臺中榮民總醫院,93774,206686,0.4537,0.2658,0.313,103,3
5424,臺中榮民總醫院,161405,323749,0.4985,0.3586,0.4166,111,4
5425,臺中榮民總醫院,99795,215516,0.4631,0.2908,0.3355,105,2
5426,臺中榮民總醫院,133430,277756,0.4804,0.3325,0.3868,109,4
5427,臺中榮民總醫院,157482,312293,0.5043,0.3615,0.4176,111,3
